lambda,alpha0,alpha1,alpha2,iteration
0.015,0.0017,0.0004,0.0,2
0.015,0.0028,0.0011,0.0,2
0.015,0.0,0.0,0.0,2
0.015,0.0005,0.0,0.0,2
0.015,0.0004,0.0,0.0024,2
0.015,0.0,0.0,0.0,2
0.015,0.0035,0.0008,0.0,2
0.015,0.0,0.0001,0.0003,2
0.015,0.0,0.0001,0.0019,2
0.015,0.0,0.0,0.0022,2
0.015,0.0015,0.0005,0.0,2
0.015,0.0,0.0,0.0006,2
0.015,0.0006,0.0006,0.0,2
0.015,0.0012,0.0004,0.001,2
0.015,0.0023,0.001,0.0015,2
0.015,0.0012,0.0002,0.0029,2
0.015,0.0016,0.0006,0.0,2
0.015,0.0001,0.0,0.0,2
0.015,0.0007,0.0004,0.0,2
0.015,0.0003,0.0004,0.0016,2
0.015,0.0005,0.0001,0.0025,2
0.015,0.0,0.0,0.0,2
0.015,0.0023,0.0001,0.0,2
0.015,0.0,0.0,0.0,2
0.015,0.0,0.0,0.0001,2
0.015,0.001,0.0002,0.0,2
0.015,0.0003,0.0,0.0,2
0.015,0.0007,0.0001,0.0,2
0.015,0.0013,0.001,0.0029,2
0.015,0.0002,0.0,0.0,2
0.015,0.0007,0.0,0.0002,2
0.015,0.0005,0.0001,0.0,2
0.015,0.0003,0.0004,0.0008,2
0.015,0.0,0.0,0.0,2
0.015,0.0013,0.0,0.0,2
0.015,0.0,0.0,0.0016,2
0.015,0.0046,0.0006,0.0,2
0.015,0.0003,0.0,0.0,2
0.015,0.0,0.0,0.0,2
0.015,0.0,0.0,0.0,2
0.015,0.0001,0.0,0.0,2
0.015,0.0,0.0,0.0004,2
0.015,0.0,0.0,0.0,2
0.015,0.0018,0.0,0.0,2
0.015,0.0019,0.0,0.0,2
0.015,0.0005,0.0001,0.0,2
0.015,0.15,0.0,0.95,3
0.015,0.1472,0.0,0.9372,3
0.015,0.1374,0.0,0.9224,3
0.015,0.1078,0.0,0.9071,3
0.015,0.0,0.0,0.8911,3
0.015,0.0004,0.0007,0.8756,3
0.015,0.0004,0.0007,0.8597,3
0.015,0.0013,0.0022,0.8435,3
0.015,0.0,0.0,0.8275,3
0.015,0.0037,0.007,0.8119,3
0.015,0.0029,0.006,0.806,3
0.015,0.0028,0.0051,0.7908,3
0.015,0.0022,0.0069,0.7757,3
0.015,0.0,0.0048,0.7605,3
0.015,0.0033,0.0073,0.7454,3
0.015,0.0058,0.0114,0.7302,3
0.015,0.0047,0.007,0.7152,3
0.015,0.0043,0.0069,0.7002,3
0.015,0.0003,0.0058,0.6852,3
0.015,0.0041,0.0107,0.6701,3
0.015,0.0044,0.0134,0.6644,3
0.015,0.0054,0.0064,0.6494,3
0.015,0.0046,0.0077,0.6344,3
0.015,0.0053,0.0131,0.6194,3
0.015,0.0026,0.0074,0.6044,3
0.015,0.0042,0.005,0.5894,3
0.015,0.0005,0.0013,0.5744,3
0.015,0.0028,0.0088,0.5594,3
0.015,0.0036,0.0093,0.5444,3
0.015,0.0026,0.0103,0.5294,3
0.015,0.0038,0.0158,0.5237,3
0.015,0.0,0.0039,0.5086,3
0.015,0.0029,0.0086,0.4934,3
0.015,0.0003,0.0063,0.4783,3
0.015,0.0,0.0,0.4632,3
0.015,0.0006,0.0024,0.4482,3
0.015,0.0,0.0,0.4331,3
0.015,0.0028,0.0046,0.418,3
0.015,0.0007,0.0019,0.4029,3
0.015,0.0,0.0017,0.3875,3
0.015,0.0025,0.0067,0.3818,3
0.015,0.0012,0.003,0.3665,3
0.015,0.0,0.0065,0.3509,3
0.015,0.0073,0.01,0.3355,3
0.015,0.0005,0.0045,0.3199,3
0.015,0.0,0.0043,0.3039,3
0.015,0.0036,0.0066,0.2878,3
0.015,0.001,0.0104,0.2716,3
0.015,0.0,0.0002,0.2557,3
0.015,0.0,0.0001,0.2401,3
0.015,0.0035,0.0048,0.2345,3
0.015,0.0012,0.0028,0.2186,3
0.015,0.0013,0.0025,0.2026,3
0.015,0.0009,0.0105,0.1868,3
0.015,0.0016,0.007,0.1708,3
0.015,0.0044,0.0076,0.1532,3
0.015,0.0,0.006,0.1354,3
0.015,0.0003,0.0006,0.1194,3
0.015,0.0027,0.0043,0.1031,3
0.015,0.0026,0.0035,0.0863,3
0.015,0.0031,0.0072,0.0803,3
0.015,0.0031,0.0052,0.0627,3
0.015,0.002,0.0038,0.0447,3
0.015,0.0036,0.0069,0.0284,3
0.015,0.0,0.0,0.0115,3
0.015,0.0,0.0007,0.0,3
0.015,0.003,0.0044,0.0004,3
0.015,0.0006,0.0018,0.0001,3
0.015,0.0,0.0,0.0004,3
0.015,0.0005,0.0005,0.0001,3
0.015,0.0033,0.0064,0.0004,3
0.015,0.0,0.0002,0.0,3
0.015,0.0032,0.005,0.0005,3
0.015,0.0,0.0,0.0,3
0.015,0.0016,0.0025,0.0002,3
0.015,0.0002,0.0005,0.0,3
0.015,0.0005,0.0007,0.0,3
0.015,0.0021,0.0025,0.0003,3
0.015,0.0016,0.0026,0.0001,3
0.015,0.0026,0.004,0.0,3
0.015,0.0011,0.0014,0.0001,3
0.015,0.0023,0.0029,0.0003,3
0.015,0.0,0.0,0.0,3
0.015,0.0035,0.0067,0.0004,3
0.015,0.0,0.0,0.0001,3
0.015,0.0014,0.0025,0.0006,3
0.015,0.0035,0.0056,0.0001,3
0.015,0.0011,0.002,0.0,3
0.015,0.0,0.0,0.0,3
0.015,0.0,0.0,0.0001,3
0.015,0.0,0.0,0.0,3
0.015,0.0002,0.0011,0.0,3
0.015,0.0008,0.0017,0.0,3
0.015,0.0013,0.0011,0.0,3
0.015,0.0,0.0,0.0,3
0.015,0.0,0.0008,0.0,3
0.015,0.0,0.0,0.0007,3
0.015,0.0,0.0,0.0002,3
0.015,0.0,0.0,0.0,3
0.015,0.0061,0.01,0.0002,3
0.015,0.1,0.15,0.65,4
0.015,0.0962,0.1473,0.6246,4
0.015,0.0874,0.1415,0.583,4
0.015,0.0701,0.1308,0.5154,4
0.015,0.0237,0.1034,0.3788,4
0.015,0.0,0.0269,0.1392,4
0.015,0.0005,0.0009,0.0117,4
0.015,0.0008,0.0005,0.0013,4
0.015,0.0,0.0,0.0002,4
0.015,0.0,0.001,0.0054,4
0.015,0.0,0.0,0.0,4
0.015,0.0,0.0005,0.0025,4
0.015,0.0,0.0005,0.0042,4
0.015,0.0021,0.0011,0.0013,4
0.015,0.0015,0.0033,0.0141,4
0.015,0.0007,0.0015,0.0177,4
0.015,0.0009,0.0021,0.0113,4
0.015,0.0,0.0003,0.008,4
0.015,0.0,0.0043,0.0217,4
0.015,0.0,0.0064,0.03,4
0.015,0.0016,0.0056,0.0317,4
0.015,0.0003,0.0024,0.0311,4
0.015,0.0,0.0013,0.0355,4
0.015,0.0,0.0035,0.0365,4
0.015,0.0026,0.0058,0.0507,4
0.015,0.0007,0.0028,0.0478,4
0.015,0.0005,0.0014,0.0508,4
0.015,0.0,0.0038,0.0666,4
0.015,0.0014,0.0071,0.0916,4
0.015,0.0,0.0031,0.0861,4
0.015,0.0003,0.004,0.0921,4
0.015,0.0,0.002,0.1004,4
0.015,0.0002,0.0008,0.1077,4
0.015,0.0,0.0013,0.1046,4
0.015,0.0,0.0026,0.1231,4
0.015,0.0,0.0,0.1209,4
0.015,0.0007,0.0047,0.1502,4
0.015,0.0004,0.0005,0.153,4
0.015,0.0,0.0006,0.1568,4
0.015,0.0004,0.0049,0.192,4
0.015,0.0029,0.0048,0.2067,4
0.015,0.001,0.0013,0.2082,4
0.015,0.0,0.0003,0.211,4
0.015,0.0001,0.0007,0.2254,4
0.015,0.0009,0.0008,0.2433,4
0.015,0.0,0.0001,0.2551,4
0.015,0.0013,0.0011,0.2574,4
0.015,0.0018,0.002,0.2815,4
0.015,0.0,0.0,0.2873,4
0.015,0.0018,0.0015,0.303,4
0.015,0.0022,0.002,0.3037,4
0.015,0.0,0.0,0.3078,4
0.015,0.0002,0.0,0.3096,4
0.015,0.0,0.0006,0.3159,4
0.015,0.0005,0.0006,0.3148,4
0.015,0.0012,0.0012,0.3391,4
0.015,0.0012,0.0009,0.3464,4
0.015,0.0001,0.0,0.3545,4
0.015,0.0,0.0,0.3722,4
0.015,0.0,0.0002,0.3672,4
0.015,0.0003,0.0001,0.3591,4
0.015,0.0012,0.0036,0.3874,4
0.015,0.0,0.0,0.3729,4
0.015,0.0009,0.0007,0.3752,4
0.015,0.0006,0.0004,0.3865,4
0.015,0.0007,0.0004,0.3897,4
0.015,0.0,0.0,0.402,4
0.015,0.0013,0.0014,0.3949,4
0.015,0.0011,0.0008,0.4097,4
0.015,0.0,0.0001,0.4271,4
0.015,0.0037,0.0027,0.4267,4
0.015,0.0,0.0,0.4293,4
0.015,0.0007,0.0004,0.4233,4
0.015,0.003,0.0022,0.424,4
0.015,0.0,0.0,0.4229,4
0.015,0.0027,0.0027,0.4314,4
0.015,0.0017,0.0036,0.4529,4
0.015,0.0,0.0,0.4282,4
0.015,0.0,0.0,0.4424,4
0.015,0.0034,0.0027,0.4573,4
0.015,0.0002,0.0008,0.4527,4
0.015,0.0,0.0,0.4495,4
0.015,0.0005,0.0013,0.4641,4
0.015,0.0,0.0,0.4625,4
0.015,0.0,0.0,0.4554,4
0.015,0.0,0.0,0.4635,4
0.015,0.0018,0.0011,0.4564,4
0.015,0.0003,0.0002,0.4608,4
0.015,0.0001,0.0002,0.4567,4
0.015,0.0,0.0,0.463,4
0.015,0.0003,0.0008,0.4693,4
0.015,0.0018,0.0017,0.4682,4
0.015,0.0,0.0,0.4685,4
0.015,0.0023,0.0038,0.4831,4
0.015,0.0039,0.0029,0.4672,4
0.015,0.0,0.0001,0.4667,4
0.015,0.0001,0.0004,0.4854,4
0.015,0.0017,0.0011,0.4717,4
0.015,0.0054,0.0043,0.4862,4
0.015,0.0,0.0,0.4851,4
0.015,0.8,0.1,0.2,5
0.015,0.7837,0.0973,0.1952,5
0.015,0.7647,0.0888,0.1893,5
0.015,0.7407,0.0653,0.1822,5
0.015,0.6983,0.0,0.1621,5
0.015,0.6319,0.0,0.0426,5
0.015,0.5845,0.0,0.0,5
0.015,0.5573,0.0,0.0,5
0.015,0.5483,0.0017,0.0,5
0.015,0.5339,0.0009,0.0,5
0.015,0.5253,0.0,0.0,5
0.015,0.5219,0.0024,0.001,5
0.015,0.5122,0.0,0.0,5
0.015,0.5054,0.0,0.0,5
0.015,0.501,0.0036,0.0001,5
0.015,0.4934,0.0,0.0,5
0.015,0.4955,0.0024,0.0,5
0.015,0.4946,0.0055,0.0024,5
0.015,0.4954,0.0075,0.0,5
0.015,0.4976,0.0046,0.0021,5
0.015,0.4978,0.0044,0.0,5
0.015,0.4927,0.0004,0.0,5
0.015,0.4979,0.0072,0.0,5
0.015,0.5029,0.0185,0.0009,5
0.015,0.5041,0.0097,0.0002,5
0.015,0.5074,0.0109,0.0002,5
0.015,0.5071,0.0085,0.0,5
0.015,0.5121,0.0082,0.0005,5
0.015,0.5208,0.0135,0.0,5
0.015,0.5288,0.0196,0.0,5
0.015,0.5253,0.0158,0.0016,5
0.015,0.5332,0.0204,0.0011,5
0.015,0.5361,0.0193,0.0,5
0.015,0.5406,0.0168,0.0,5
0.015,0.5531,0.0292,0.0,5
0.015,0.5633,0.0322,0.0003,5
0.015,0.5696,0.0338,0.0,5
0.015,0.5781,0.0306,0.0011,5
0.015,0.5912,0.0375,0.0011,5
0.015,0.5972,0.0382,0.0016,5
0.015,0.6046,0.0391,0.0,5
0.015,0.611,0.0387,0.0,5
0.015,0.622,0.0381,0.0,5
0.015,0.6387,0.046,0.0,5
0.015,0.6541,0.0474,0.0,5
0.015,0.6597,0.0463,0.0015,5
0.015,0.6714,0.0463,0.0002,5
0.015,0.6738,0.0353,0.002,5
0.015,0.6864,0.0382,0.0003,5
0.015,0.7015,0.0396,0.0007,5
0.015,0.6988,0.0384,0.0026,5
0.015,0.7231,0.0456,0.0,5
0.015,0.7237,0.0355,0.0,5
0.015,0.7434,0.038,0.0021,5
0.015,0.7581,0.0422,0.0,5
0.015,0.7644,0.0368,0.0013,5
0.015,0.7847,0.0398,0.0,5
0.015,0.7909,0.0315,0.0015,5
0.015,0.8064,0.0275,0.0,5
0.015,0.807,0.0242,0.0025,5
0.015,0.82,0.0263,0.0,5
0.015,0.8369,0.0255,0.0016,5
0.015,0.8472,0.0244,0.0013,5
0.015,0.8517,0.0189,0.0003,5
0.015,0.8592,0.0115,0.0011,5
0.015,0.8735,0.0113,0.0,5
0.015,0.8834,0.0075,0.0047,5
0.015,0.8896,0.0056,0.0,5
0.015,0.8912,0.0009,0.0004,5
0.015,0.9116,0.0059,0.0014,5
0.015,0.9183,0.0044,0.0007,5
0.015,0.928,0.0029,0.0009,5
0.015,0.9242,0.0008,0.0011,5
0.015,0.9271,0.001,0.0008,5
0.015,0.9396,0.0029,0.0041,5
0.015,0.9533,0.0034,0.0,5
0.015,0.953,0.0024,0.0023,5
0.015,0.9559,0.0013,0.0019,5
0.015,0.9539,0.0011,0.0,5
0.015,0.9653,0.0053,0.003,5
0.015,0.959,0.0,0.0013,5
0.015,0.9548,0.0006,0.0007,5
0.015,0.9714,0.0019,0.0004,5
0.015,0.9697,0.0008,0.0,5
0.015,0.9769,0.0009,0.0009,5
0.015,0.9873,0.0024,0.0019,5
0.015,0.9709,0.0,0.0,5
0.015,0.9749,0.003,0.0018,5
0.015,0.9833,0.0007,0.0007,5
0.015,0.9834,0.0003,0.0,5
0.015,0.9896,0.0028,0.0025,5
0.015,0.9896,0.0013,0.0,5
0.015,0.9904,0.0006,0.0022,5
0.015,0.9874,0.0022,0.0023,5
0.015,0.9981,0.0015,0.0,5
0.015,0.9926,0.0036,0.0026,5
0.015,0.9962,0.002,0.0013,5
0.015,0.991,0.0015,0.0023,5
0.015,0.9827,0.0029,0.0,5
0.015,0.9966,0.0022,0.0061,5
0.02,0.75,0.85,0.5,0
0.02,0.7382,0.8359,0.4921,0
0.02,0.7259,0.8219,0.483,0
0.02,0.7134,0.8079,0.4728,0
0.02,0.7003,0.7938,0.461,0
0.02,0.686,0.7797,0.4469,0
0.02,0.6708,0.7656,0.4321,0
0.02,0.6533,0.7512,0.4114,0
0.02,0.6317,0.7364,0.3819,0
0.02,0.6013,0.7207,0.3335,0
0.02,0.5851,0.7141,0.3055,0
0.02,0.495,0.6934,0.1753,0
0.02,0.3382,0.652,0.0,0
0.02,0.2594,0.6115,0.0,0
0.02,0.2268,0.5795,0.0008,0
0.02,0.2132,0.5561,0.0025,0
0.02,0.2045,0.5358,0.0,0
0.02,0.1958,0.5156,0.0004,0
0.02,0.1937,0.4995,0.0047,0
0.02,0.1929,0.4839,0.0064,0
0.02,0.1923,0.4784,0.0037,0
0.02,0.1982,0.4693,0.0175,0
0.02,0.1959,0.4547,0.0168,0
0.02,0.1968,0.4427,0.0245,0
0.02,0.1901,0.4279,0.0166,0
0.02,0.1983,0.4188,0.0315,0
0.02,0.1964,0.4063,0.0298,0
0.02,0.2007,0.3964,0.0413,0
0.02,0.1994,0.3862,0.0471,0
0.02,0.2019,0.3807,0.0536,0
0.02,0.205,0.38,0.0599,0
0.02,0.2099,0.3731,0.0764,0
0.02,0.21,0.3625,0.0758,0
0.02,0.2059,0.3506,0.0739,0
0.02,0.207,0.3429,0.0887,0
0.02,0.212,0.3387,0.1064,0
0.02,0.2123,0.3326,0.1101,0
0.02,0.2157,0.3273,0.1237,0
0.02,0.2184,0.3218,0.1327,0
0.02,0.2177,0.3174,0.1394,0
0.02,0.2183,0.3149,0.1412,0
0.02,0.2224,0.3114,0.155,0
0.02,0.2241,0.307,0.1631,0
0.02,0.2237,0.3025,0.167,0
0.02,0.2265,0.2989,0.1814,0
0.02,0.2294,0.2944,0.1914,0
0.02,0.2368,0.295,0.2003,0
0.02,0.2383,0.2907,0.2016,0
0.02,0.2347,0.2831,0.1974,0
0.02,0.239,0.2804,0.1992,0
0.02,0.2398,0.28,0.2023,0
0.02,0.2488,0.2813,0.2264,0
0.02,0.253,0.2783,0.23,0
0.02,0.2508,0.2741,0.2224,0
0.02,0.2532,0.2704,0.2273,0
0.02,0.2574,0.2702,0.232,0
0.02,0.2606,0.2685,0.2372,0
0.02,0.2684,0.2698,0.2471,0
0.02,0.2656,0.2632,0.2406,0
0.02,0.2683,0.2615,0.2478,0
0.02,0.2724,0.262,0.2539,0
0.02,0.278,0.263,0.2551,0
0.02,0.2806,0.2606,0.2625,0
0.02,0.2848,0.2601,0.2645,0
0.02,0.2818,0.2535,0.2563,0
0.02,0.285,0.2499,0.2591,0
0.02,0.2938,0.2529,0.2722,0
0.02,0.2975,0.2519,0.2695,0
0.02,0.3045,0.2533,0.282,0
0.02,0.3056,0.252,0.2737,0
0.02,0.3075,0.2534,0.2793,0
0.02,0.3129,0.2507,0.2874,0
0.02,0.3149,0.248,0.2798,0
0.02,0.3242,0.2511,0.2858,0
0.02,0.3275,0.2527,0.2886,0
0.02,0.3312,0.253,0.2859,0
0.02,0.3349,0.2502,0.2892,0
0.02,0.3352,0.2488,0.2812,0
0.02,0.3474,0.2541,0.2979,0
0.02,0.3444,0.2478,0.279,0
0.02,0.3413,0.2451,0.2728,0
0.02,0.3431,0.2437,0.2775,0
0.02,0.3498,0.2438,0.2876,0
0.02,0.3568,0.246,0.2875,0
0.02,0.3636,0.2469,0.2913,0
0.02,0.3786,0.2506,0.3045,0
0.02,0.3725,0.244,0.2827,0
0.02,0.3732,0.2402,0.2759,0
0.02,0.3825,0.2439,0.2789,0
0.02,0.3885,0.245,0.2886,0
0.02,0.3862,0.2432,0.2834,0
0.02,0.3947,0.245,0.2833,0
0.02,0.3977,0.2445,0.2859,0
0.02,0.397,0.2404,0.277,0
0.02,0.4023,0.2422,0.2827,0
0.02,0.4058,0.2398,0.2751,0
0.02,0.414,0.2429,0.2806,0
0.02,0.4232,0.2444,0.2823,0
0.02,0.4293,0.2439,0.2783,0
0.02,0.4307,0.2422,0.2744,0
0.02,0.95,0.5,0.95,1
0.02,0.9367,0.4926,0.9344,1
0.02,0.9224,0.4851,0.9201,1
0.02,0.9082,0.4761,0.9072,1
0.02,0.8958,0.4649,0.8949,1
0.02,0.8789,0.4472,0.8823,1
0.02,0.8387,0.4008,0.8689,1
0.02,0.7034,0.247,0.8529,1
0.02,0.6029,0.1426,0.8364,1
0.02,0.5691,0.1231,0.8196,1
0.02,0.5604,0.122,0.813,1
0.02,0.5377,0.1134,0.7959,1
0.02,0.5083,0.0965,0.7786,1
0.02,0.497,0.1018,0.7603,1
0.02,0.4791,0.0951,0.7421,1
0.02,0.4612,0.0871,0.724,1
0.02,0.4448,0.0821,0.7063,1
0.02,0.4283,0.0768,0.689,1
0.02,0.41,0.0677,0.6713,1
0.02,0.3942,0.0631,0.6536,1
0.02,0.3897,0.0642,0.6468,1
0.02,0.3761,0.0606,0.6286,1
0.02,0.3588,0.054,0.6102,1
0.02,0.3432,0.0485,0.5911,1
0.02,0.3332,0.0501,0.5713,1
0.02,0.3202,0.0475,0.5507,1
0.02,0.3048,0.043,0.5307,1
0.02,0.2943,0.0429,0.5099,1
0.02,0.2804,0.0391,0.4892,1
0.02,0.2683,0.0364,0.4677,1
0.02,0.2654,0.0376,0.459,1
0.02,0.2516,0.0326,0.4359,1
0.02,0.2403,0.0307,0.4134,1
0.02,0.2296,0.0308,0.392,1
0.02,0.2135,0.0211,0.3683,1
0.02,0.2034,0.0218,0.3447,1
0.02,0.1933,0.0228,0.3194,1
0.02,0.1869,0.0273,0.2918,1
0.02,0.1694,0.0199,0.2643,1
0.02,0.1586,0.0199,0.2352,1
0.02,0.1543,0.0196,0.2245,1
0.02,0.1402,0.0168,0.1914,1
0.02,0.1283,0.0156,0.1601,1
0.02,0.1165,0.0146,0.1248,1
0.02,0.1016,0.0118,0.0905,1
0.02,0.09,0.0138,0.0577,1
0.02,0.0675,0.006,0.0272,1
0.02,0.0506,0.0061,0.0025,1
0.02,0.0264,0.0001,0.0,1
0.02,0.006,0.0002,0.0,1
0.02,0.0008,0.0008,0.0,1
0.02,0.0002,0.0003,0.0001,1
0.02,0.0002,0.0001,0.0,1
0.02,0.0007,0.0011,0.0002,1
0.02,0.0005,0.0005,0.0,1
0.02,0.0005,0.0006,0.0,1
0.02,0.0,0.0,0.0002,1
0.02,0.0007,0.001,0.0001,1
0.02,0.0009,0.0018,0.0002,1
0.02,0.0002,0.0001,0.0,1
0.02,0.0,0.0,0.0002,1
0.02,0.0007,0.0013,0.0003,1
0.02,0.0,0.0,0.0,1
0.02,0.0002,0.0008,0.0005,1
0.02,0.0006,0.0007,0.0003,1
0.02,0.0012,0.0014,0.0,1
0.02,0.0004,0.0004,0.0,1
0.02,0.0014,0.002,0.0003,1
0.02,0.0003,0.0002,0.0,1
0.02,0.0007,0.0004,0.0001,1
0.02,0.0,0.0,0.0,1
0.02,0.0,0.0,0.0,1
0.02,0.0005,0.0005,0.0,1
0.02,0.0,0.0,0.0002,1
0.02,0.0008,0.0014,0.0,1
0.02,0.0,0.0,0.0003,1
0.02,0.0015,0.0021,0.0,1
0.02,0.0004,0.0009,0.0002,1
0.02,0.0005,0.0002,0.0,1
0.02,0.0,0.0,0.0,1
0.02,0.0015,0.0018,0.0005,1
0.02,0.0002,0.0003,0.0,1
0.02,0.0009,0.001,0.0009,1
0.02,0.0,0.0,0.0,1
0.02,0.0,0.0,0.0,1
0.02,0.0005,0.0007,0.0,1
0.02,0.001,0.0017,0.0,1
0.02,0.0015,0.0018,0.0012,1
0.02,0.0003,0.0005,0.0007,1
0.02,0.0,0.0,0.0,1
0.02,0.0009,0.0013,0.0,1
0.02,0.0004,0.0003,0.0,1
0.02,0.0,0.0,0.0002,1
0.02,0.0003,0.0,0.0004,1
0.02,0.0,0.0,0.0,1
0.02,0.0,0.0,0.0,1
0.02,0.0005,0.0007,0.0005,1
0.02,0.0005,0.0005,0.0,1
0.02,0.0,0.0,0.0001,1
0.02,0.0004,0.0005,0.0,1
0.02,0.8,0.55,0.4,2
0.02,0.7841,0.5407,0.3925,2
0.02,0.7666,0.5296,0.3841,2
0.02,0.747,0.5181,0.3752,2
0.02,0.7227,0.5046,0.3665,2
0.02,0.6787,0.4835,0.3553,2
0.02,0.5752,0.4336,0.3377,2
0.02,0.4987,0.3927,0.3284,2
0.02,0.4641,0.3792,0.32,2
0.02,0.4374,0.3697,0.312,2
0.02,0.4281,0.3669,0.3089,2
0.02,0.4023,0.3566,0.2993,2
0.02,0.3797,0.3499,0.2896,2
0.02,0.3539,0.3384,0.2776,2
0.02,0.3324,0.3312,0.2633,2
0.02,0.307,0.3213,0.2461,2
0.02,0.2846,0.3135,0.2285,2
0.02,0.2634,0.3081,0.2085,2
0.02,0.2395,0.2973,0.1847,2
0.02,0.2171,0.2858,0.1592,2
0.02,0.2098,0.2854,0.1469,2
0.02,0.1839,0.2697,0.1159,2
0.02,0.1629,0.2572,0.0832,2
0.02,0.1394,0.2426,0.0498,2
0.02,0.1185,0.2256,0.0131,2
0.02,0.1006,0.2078,0.0,2
0.02,0.0813,0.1926,0.0,2
0.02,0.0619,0.172,0.0002,2
0.02,0.0479,0.1554,0.0,2
0.02,0.032,0.1357,0.0001,2
0.02,0.0252,0.1273,0.0,2
0.02,0.0136,0.1098,0.0002,2
0.02,0.0028,0.09,0.0,2
0.02,0.0,0.072,0.0001,2
0.02,0.0002,0.0558,0.0,2
0.02,0.0,0.0358,0.0,2
0.02,0.0004,0.0175,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0,0.0,0.0001,2
0.02,0.0001,0.0,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0005,0.0014,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0005,0.0001,0.0007,2
0.02,0.0,0.0,0.0003,2
0.02,0.0005,0.0,0.001,2
0.02,0.0003,0.0,0.0008,2
0.02,0.0,0.0,0.0,2
0.02,0.0,0.0002,0.0,2
0.02,0.0004,0.0009,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0,0.0003,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0004,0.0001,0.0009,2
0.02,0.0,0.0,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0001,0.0002,0.0,2
0.02,0.0002,0.0004,0.0,2
0.02,0.0,0.0,0.0001,2
0.02,0.0003,0.0002,0.0007,2
0.02,0.0,0.0002,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0005,0.0007,0.0007,2
0.02,0.0,0.0,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0001,0.0002,0.0,2
0.02,0.0,0.0002,0.0,2
0.02,0.0004,0.0001,0.0011,2
0.02,0.0008,0.0003,0.0007,2
0.02,0.0,0.0,0.0001,2
0.02,0.0,0.0,0.0002,2
0.02,0.0004,0.0,0.0005,2
0.02,0.0006,0.0003,0.001,2
0.02,0.0,0.0,0.0003,2
0.02,0.0,0.0,0.0,2
0.02,0.0006,0.0007,0.0002,2
0.02,0.0001,0.0,0.0,2
0.02,0.0005,0.0002,0.0,2
0.02,0.0,0.0006,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0001,0.0,0.0001,2
0.02,0.0002,0.0005,0.0,2
0.02,0.0002,0.0002,0.0,2
0.02,0.0,0.0,0.0,2
0.02,0.0001,0.0,0.0004,2
0.02,0.0,0.0001,0.0,2
0.02,0.0002,0.0,0.0007,2
0.02,0.0,0.0003,0.0,2
0.02,0.0005,0.0,0.0,2
0.02,0.0006,0.0,0.0016,2
0.02,0.0002,0.0008,0.0,2
0.02,0.0006,0.0004,0.0003,2
0.02,0.0,0.0001,0.0,2
0.02,0.0008,0.0011,0.0002,2
0.02,0.0002,0.0,0.0,2
0.02,0.0003,0.0002,0.0009,2
0.02,0.0,0.0,0.0,2
0.02,0.0001,0.0002,0.0001,2
0.02,0.75,0.1,0.45,3
0.02,0.7329,0.0977,0.4389,3
0.02,0.7161,0.0948,0.4273,3
0.02,0.6971,0.0887,0.4143,3
0.02,0.6661,0.0707,0.3933,3
0.02,0.5623,0.0,0.3005,3
0.02,0.4468,0.0,0.1669,3
0.02,0.4022,0.0,0.1173,3
0.02,0.372,0.002,0.0868,3
0.02,0.3434,0.0005,0.0631,3
0.02,0.3324,0.0003,0.0514,3
0.02,0.3041,0.0,0.0304,3
0.02,0.2822,0.002,0.0158,3
0.02,0.2568,0.0,0.0,3
0.02,0.2349,0.0,0.0,3
0.02,0.2124,0.0004,0.0004,3
0.02,0.1901,0.0001,0.0001,3
0.02,0.1676,0.0007,0.0,3
0.02,0.1471,0.0,0.0,3
0.02,0.1259,0.0005,0.0003,3
0.02,0.1192,0.0,0.0002,3
0.02,0.0965,0.0002,0.0,3
0.02,0.0756,0.0,0.0,3
0.02,0.0551,0.0,0.0001,3
0.02,0.0353,0.0019,0.0,3
0.02,0.0145,0.0,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0008,0.001,0.0002,3
0.02,0.0007,0.0004,0.001,3
0.02,0.0001,0.0002,0.0024,3
0.02,0.0,0.0,0.0,3
0.02,0.0,0.0,0.0,3
0.02,0.0005,0.0,0.0011,3
0.02,0.0001,0.0,0.0,3
0.02,0.001,0.0001,0.0006,3
0.02,0.0,0.0,0.0,3
0.02,0.0002,0.0,0.0,3
0.02,0.0,0.0,0.0001,3
0.02,0.0002,0.0,0.0002,3
0.02,0.0,0.0,0.0,3
0.02,0.0011,0.0014,0.0012,3
0.02,0.0013,0.0003,0.0004,3
0.02,0.0,0.0,0.0007,3
0.02,0.0,0.0,0.0,3
0.02,0.0001,0.0,0.0,3
0.02,0.0002,0.0,0.0,3
0.02,0.0002,0.0,0.0007,3
0.02,0.0004,0.0006,0.0,3
